soc2d,soc2d_label,soc3d,soc3d_label,soc5d,soc5d_label,soc6d,soc6d_label,soc8d,soc8d_label
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4030,"Court, Municipal, and License Clerks",43-4031,"Court, Municipal, and License Clerks",43-4031.00,"Court, Municipal, and License Clerks"
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4030,"Court, Municipal, and License Clerks",43-4031,"Court, Municipal, and License Clerks",43-4031.01,Court Clerks
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4030,"Court, Municipal, and License Clerks",43-4031,"Court, Municipal, and License Clerks",43-4031.02,Municipal Clerks
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4030,"Court, Municipal, and License Clerks",43-4031,"Court, Municipal, and License Clerks",43-4031.03,License Clerks
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4040,"Credit Authorizers, Checkers, and Clerks",43-4041,"Credit Authorizers, Checkers, and Clerks",43-4041.00,"Credit Authorizers, Checkers, and Clerks"
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4040,"Credit Authorizers, Checkers, and Clerks",43-4041,"Credit Authorizers, Checkers, and Clerks",43-4041.01,Credit Authorizers
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4040,"Credit Authorizers, Checkers, and Clerks",43-4041,"Credit Authorizers, Checkers, and Clerks",43-4041.02,Credit Checkers
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4050,Customer Service Representatives,43-4051,Customer Service Representatives,43-4051.00,Customer Service Representatives
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4050,Customer Service Representatives,43-4051,Customer Service Representatives,43-4051.03,Patient Representatives
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4060,"Eligibility Interviewers, Government Programs",43-4061,"Eligibility Interviewers, Government Programs",43-4061.00,"Eligibility Interviewers, Government Programs"
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4070,File Clerks,43-4071,File Clerks,43-4071.00,File Clerks
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4080,"Hotel, Motel, and Resort Desk Clerks",43-4081,"Hotel, Motel, and Resort Desk Clerks",43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4110,"Interviewers, Except Eligibility and Loan",43-4111,"Interviewers, Except Eligibility and Loan",43-4111.00,"Interviewers, Except Eligibility and Loan"
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4120,"Library Assistants, Clerical",43-4121,"Library Assistants, Clerical",43-4121.00,"Library Assistants, Clerical"
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4130,Loan Interviewers and Clerks,43-4131,Loan Interviewers and Clerks,43-4131.00,Loan Interviewers and Clerks
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4140,New Accounts Clerks,43-4141,New Accounts Clerks,43-4141.00,New Accounts Clerks
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4150,Order Clerks,43-4151,Order Clerks,43-4151.00,Order Clerks
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4170,Receptionists and Information Clerks,43-4171,Receptionists and Information Clerks,43-4171.00,Receptionists and Information Clerks
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4190,Miscellaneous Information and Record Clerks,43-4199,"Information and Record Clerks, All Other",43-4199.00,"Information and Record Clerks, All Other"
43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5010,Cargo and Freight Agents,43-5011,Cargo and Freight Agents,43-5011.00,Cargo and Freight Agents
43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5010,Cargo and Freight Agents,43-5011,Cargo and Freight Agents,43-5011.01,Freight Forwarders
43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5020,Couriers and Messengers,43-5021,Couriers and Messengers,43-5021.00,Couriers and Messengers
43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5030,Dispatchers,43-5031,"Police, Fire, and Ambulance Dispatchers",43-5031.00,"Police, Fire, and Ambulance Dispatchers"
43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5030,Dispatchers,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5040,"Meter Readers, Utilities",43-5041,"Meter Readers, Utilities",43-5041.00,"Meter Readers, Utilities"
43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5050,Postal Service Workers,43-5051,Postal Service Clerks,43-5051.00,Postal Service Clerks
43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5050,Postal Service Workers,43-5052,Postal Service Mail Carriers,43-5052.00,Postal Service Mail Carriers
43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5050,Postal Service Workers,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5060,"Production, Planning, and Expediting Clerks",43-5061,"Production, Planning, and Expediting Clerks",43-5061.00,"Production, Planning, and Expediting Clerks"
43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5070,"Shipping, Receiving, and Traffic Clerks",43-5071,"Shipping, Receiving, and Traffic Clerks",43-5071.00,"Shipping, Receiving, and Traffic Clerks"
43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5080,Stock Clerks and Order Fillers,43-5081,Stock Clerks and Order Fillers,43-5081.00,Stock Clerks and Order Fillers
43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5080,Stock Clerks and Order Fillers,43-5081,Stock Clerks and Order Fillers,43-5081.01,"Stock Clerks, Sales Floor"
43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5080,Stock Clerks and Order Fillers,43-5081,Stock Clerks and Order Fillers,43-5081.02,Marking Clerks
43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5080,Stock Clerks and Order Fillers,43-5081,Stock Clerks and Order Fillers,43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard"
43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5080,Stock Clerks and Order Fillers,43-5081,Stock Clerks and Order Fillers,43-5081.04,"Order Fillers, Wholesale and Retail Sales"
43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
43-0000,Office and Administrative Support Occupations,43-6000,Secretaries and Administrative Assistants,43-6010,Secretaries and Administrative Assistants,43-6011,Executive Secretaries and Executive Administrative Assistants,43-6011.00,Executive Secretaries and Executive Administrative Assistants
43-0000,Office and Administrative Support Occupations,43-6000,Secretaries and Administrative Assistants,43-6010,Secretaries and Administrative Assistants,43-6012,Legal Secretaries,43-6012.00,Legal Secretaries
43-0000,Office and Administrative Support Occupations,43-6000,Secretaries and Administrative Assistants,43-6010,Secretaries and Administrative Assistants,43-6013,Medical Secretaries,43-6013.00,Medical Secretaries
43-0000,Office and Administrative Support Occupations,43-6000,Secretaries and Administrative Assistants,43-6010,Secretaries and Administrative Assistants,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9010,Computer Operators,43-9011,Computer Operators,43-9011.00,Computer Operators
43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9020,Data Entry and Information Processing Workers,43-9021,Data Entry Keyers,43-9021.00,Data Entry Keyers
43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9020,Data Entry and Information Processing Workers,43-9022,Word Processors and Typists,43-9022.00,Word Processors and Typists
43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9030,Desktop Publishers,43-9031,Desktop Publishers,43-9031.00,Desktop Publishers
43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9040,Insurance Claims and Policy Processing Clerks,43-9041,Insurance Claims and Policy Processing Clerks,43-9041.00,Insurance Claims and Policy Processing Clerks
43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9040,Insurance Claims and Policy Processing Clerks,43-9041,Insurance Claims and Policy Processing Clerks,43-9041.01,Insurance Claims Clerks
43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9040,Insurance Claims and Policy Processing Clerks,43-9041,Insurance Claims and Policy Processing Clerks,43-9041.02,Insurance Policy Processing Clerks
43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9060,"Office Clerks, General",43-9061,"Office Clerks, General",43-9061.00,"Office Clerks, General"
43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9070,"Office Machine Operators, Except Computer",43-9071,"Office Machine Operators, Except Computer",43-9071.00,"Office Machine Operators, Except Computer"
43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9080,Proofreaders and Copy Markers,43-9081,Proofreaders and Copy Markers,43-9081.00,Proofreaders and Copy Markers
43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9110,Statistical Assistants,43-9111,Statistical Assistants,43-9111.00,Statistical Assistants
43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9110,Statistical Assistants,43-9111,Statistical Assistants,43-9111.01,Bioinformatics Technicians
43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9190,Miscellaneous Office and Administrative Support Workers,43-9199,"Office and Administrative Support Workers, All Other",43-9199.00,"Office and Administrative Support Workers, All Other"
45-0000,"Farming, Fishing, and Forestry Occupations",45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
45-0000,"Farming, Fishing, and Forestry Occupations",45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.05,First-Line Supervisors of Logging Workers
